Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Airline A,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,12h 25m,1,In-flight meal not included,11087,3,9,8,55,21,20,12,25
Airline D,2019-03-06,Delhi,Cochin,DEL → BOM → COK,15h 10m,1,No info,6795,6,3,10,20,1,30,15,10
Airline C,2019-06-21,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,3100,21,6,21,5,22,25,1,20
Airline A,2019-05-27,Delhi,Cochin,DEL → BOM → COK,5h 30m,1,In-flight meal not included,12898,27,5,7,5,12,35,5,30
Airline A,2019-01-06,Delhi,Cochin,DEL → BOM → COK,5h 30m,1,No info,16079,6,1,7,5,12,35,5,30
Airline C,2019-09-05,Mumbai,Hyderabad,BOM → HYD,1h 15m,0,No info,3100,5,9,19,30,20,45,1,15
Airline C,2019-05-27,Delhi,Cochin,DEL → BOM → COK,12h 15m,1,No info,9929,27,5,7,0,19,15,12,15
Airline C,2019-06-03,Delhi,Cochin,DEL → HYD → BOM → COK,21h 45m,2,No info,11552,3,6,21,30,19,15,21,45
Airline B,2019-12-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,3943,6,12,23,30,2,20,2,50
Airline D,2019-03-27,Delhi,Cochin,DEL → BOM → COK,6h 30m,1,No info,6673,27,3,9,0,15,30,6,30
Airline H,2019-03-05,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,3898,5,3,7,45,10,40,2,55
Airline A,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,6h 5m,1,No info,14571,6,9,16,30,22,35,6,5
Airline D,2019-03-06,Delhi,Cochin,DEL → BOM → COK,7h 40m,1,No info,11622,6,3,4,55,12,35,7,40
Airline F,2019-09-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4668,6,9,11,30,14,20,2,50
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18h 10m,1,No info,14388,18,5,14,5,8,15,18,10
Airline B,2019-06-04,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4174,4,6,14,25,16,55,2,30
Airline E,2019-05-15,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,3625,15,5,21,10,0,5,2,55
Airline E,2019-03-27,Chennai,Kolkata,MAA → CCU,2h 15m,0,No check-in baggage included,3332,27,3,8,20,10,35,2,15
Airline A,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,6h 40m,1,In-flight meal not included,9134,15,3,5,45,12,25,6,40
Airline C,2019-09-04,Delhi,Cochin,DEL → BOM → COK,11h 15m,1,No info,6377,4,9,8,0,19,15,11,15
Airline D,2019-06-03,Delhi,Cochin,DEL → BOM → COK,7h 35m,1,No info,16863,3,6,18,0,1,35,7,35
Airline A,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,13h 30m,2,No info,15129,27,5,23,5,12,35,13,30
Airline D,2019-06-15,Delhi,Cochin,DEL → BOM → COK,8h 55m,1,No info,9526,15,6,10,20,19,15,8,55
Airline A,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,11h 25m,1,No info,26890,3,1,7,0,18,25,11,25
Airline E,2019-06-18,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2017,18,6,22,45,0,15,1,30
Airline E,2019-05-27,Kolkata,Banglore,CCU → BLR,2h 25m,0,No info,3873,27,5,9,0,11,25,2,25
Airline A,2019-09-05,Delhi,Cochin,DEL → BOM → COK,14h 45m,1,In-flight meal not included,12373,5,9,21,50,12,35,14,45
Airline B,2019-06-24,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4804,24,6,4,40,7,15,2,35
Airline E,2019-03-06,Chennai,Kolkata,MAA → CCU,2h 15m,0,No info,3597,6,3,8,20,10,35,2,15
Airline A,2019-03-06,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,8016,6,3,15,15,18,10,2,55
Airline A,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,8h 50m,1,No info,26890,3,1,22,50,7,40,8,50
Airline A,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,25h 50m,1,In-flight meal not included,7064,4,1,18,55,20,45,25,50
Airline B,2019-05-27,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,5224,27,5,11,30,14,5,2,35
Airline B,2019-05-21,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2754,21,5,2,35,4,5,1,30
Airline B,2019-06-06,Delhi,Cochin,DEL → HYD → COK,15h 40m,1,No info,6674,6,6,6,50,22,30,15,40
Airline C,2019-03-21,Delhi,Cochin,DEL → JDH → BOM → COK,30h 20m,2,No info,11228,21,3,12,55,19,15,30,20
Airline D,2019-09-05,Delhi,Cochin,DEL → BOM → COK,11h 30m,1,No info,9794,5,9,7,30,19,0,11,30
Airline F,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,15h 30m,1,No info,8452,21,5,7,10,22,40,15,30
Airline C,2019-01-03,Banglore,New Delhi,BLR → CCU → DEL,16h 55m,1,No info,14069,3,1,5,50,22,45,16,55
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,9h 30m,1,No info,14781,18,5,14,5,23,35,9,30
Airline A,2019-05-27,Delhi,Cochin,DEL → BOM → COK,7h 30m,1,No info,16079,27,5,11,30,19,0,7,30
Airline C,2019-09-06,Delhi,Cochin,DEL → BOM → COK,10h 40m,1,No info,8372,6,9,21,0,7,40,10,40
Airline A,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,29h 20m,2,No info,15129,5,9,23,5,4,25,29,20
Airline C,2019-06-03,Delhi,Cochin,DEL → NAG → BOM → COK,25h 45m,2,No info,14641,3,6,5,55,7,40,25,45
Airline A,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,25h 50m,1,In-flight meal not included,10844,6,6,18,55,20,45,25,50
Airline B,2019-01-05,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,4077,5,1,1,30,4,15,2,45
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,7h 30m,1,In-flight meal not included,8586,18,5,21,10,4,40,7,30
Airline E,2019-12-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4991,4,12,9,30,12,20,2,50
Airline A,2019-03-03,Delhi,Cochin,DEL → BOM → COK,12h 25m,1,No info,17234,3,3,16,0,4,25,12,25
Airline A,2019-03-03,Delhi,Cochin,DEL → BOM → COK,10h 50m,1,No info,17024,3,3,8,0,18,50,10,50
Airline C,2019-05-18,Delhi,Cochin,DEL → HYD → BOM → COK,26h,2,No info,12409,18,5,17,15,19,15,26,0
Airline E,2019-05-21,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,3625,21,5,21,10,0,5,2,55
Airline B,2019-03-15,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,6297,15,3,7,55,10,15,2,20
Airline A,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,9h 10m,1,In-flight meal not included,7832,21,3,7,0,16,10,9,10
Airline A,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10h,1,No info,18371,24,6,9,0,19,0,10,0
Airline B,2019-05-15,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4823,15,5,18,55,21,50,2,55
Airline B,2019-06-05,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,5224,5,6,14,25,16,55,2,30
Airline B,2019-04-15,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,3943,15,4,22,10,1,0,2,50
Airline B,2019-03-21,Delhi,Cochin,DEL → BOM → COK,7h,1,No info,9264,21,3,18,35,1,35,7,0
Airline B,2019-05-21,Delhi,Cochin,DEL → BOM → COK,5h,1,No info,7255,21,5,16,0,21,0,5,0
Airline C,2019-03-03,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,19508,3,3,17,0,19,45,2,45
Airline A,2019-03-27,Delhi,Cochin,DEL → BOM → COK,12h 25m,1,No info,12242,27,3,16,0,4,25,12,25
Airline A,2019-06-15,Delhi,Cochin,DEL → NAG → BOM → COK,22h,2,No info,13376,15,6,14,35,12,35,22,0
Airline B,2019-09-06,Delhi,Cochin,DEL → HYD → COK,4h 35m,1,No info,5054,6,9,7,35,12,10,4,35
Airline C,2019-03-03,Banglore,New Delhi,BLR → VGA → DEL,12h 25m,1,No info,11003,3,3,10,30,22,55,12,25
Airline A,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,11h 25m,1,In-flight meal not included,10844,6,9,8,25,19,50,11,25
Airline A,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20h 15m,1,In-flight meal not included,8586,6,6,8,25,4,40,20,15
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,24h 55m,1,In-flight meal not included,10844,18,5,18,55,19,50,24,55
Airline G,2019-06-05,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,3383,5,6,11,10,13,55,2,45
Airline E,2019-12-05,Banglore,Delhi,BLR → DEL,2h 50m,0,No check-in baggage included,4319,5,12,9,30,12,20,2,50
Airline E,2019-01-06,Chennai,Kolkata,MAA → CCU,2h 15m,0,No check-in baggage included,3543,6,1,9,45,12,0,2,15
Airline A,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,12h 55m,1,No info,14781,5,1,21,10,10,5,12,55
Airline A,2019-03-18,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,2228,18,3,2,55,4,25,1,30
Airline F,2019-06-05,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4668,5,6,11,30,14,20,2,50
Airline E,2019-09-03,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,5755,3,9,8,50,10,15,1,25
Airline C,2019-03-21,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,3100,21,3,13,55,15,25,1,30
Airline A,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,28h 5m,1,No info,14151,18,5,17,0,21,5,28,5
Airline A,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,24h 10m,1,No info,25735,3,1,22,50,23,0,24,10
Airline E,2019-03-03,Kolkata,Banglore,CCU → BLR,2h 40m,0,No info,4622,3,3,6,55,9,35,2,40
Airline A,2019-06-27,Banglore,Delhi,BLR → DEL,3h 5m,0,In-flight meal not included,7229,27,6,18,55,22,0,3,5
Airline A,2019-05-18,Delhi,Cochin,DEL → BHO → BOM → COK,7h 5m,2,No info,16274,18,5,5,30,12,35,7,5
Airline A,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9h 35m,1,No info,11467,5,1,9,35,19,10,9,35
Airline A,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,22h 55m,2,In-flight meal not included,10368,6,6,5,30,4,25,22,55
Airline F,2019-03-21,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,4878,21,3,9,50,12,35,2,45
Airline E,2019-01-05,Kolkata,Banglore,CCU → BLR,2h 20m,0,No info,3873,5,1,22,20,0,40,2,20
Airline A,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,14h 35m,1,No info,27992,3,1,5,45,20,20,14,35
Airline D,2019-06-03,Delhi,Cochin,DEL → BOM → COK,7h 45m,1,In-flight meal not included,15342,3,6,11,30,19,15,7,45
Airline A,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,7h 15m,1,In-flight meal not included,7832,21,3,8,55,16,10,7,15
Airline C,2019-06-06,Delhi,Cochin,DEL → COK,2h 50m,0,No info,5201,6,6,5,10,8,0,2,50
Airline A,2019-05-18,Delhi,Cochin,DEL → NAG → BOM → COK,13h 50m,2,In-flight meal not included,13848,18,5,14,35,4,25,13,50
Airline F,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,25h 45m,1,No info,13100,24,3,17,0,18,45,25,45
Airline A,2019-09-03,Delhi,Cochin,DEL → BOM → COK,22h,1,No info,16289,3,9,20,50,18,50,22,0
Airline B,2019-06-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,3943,4,6,22,10,1,0,2,50
Airline E,2019-04-27,Banglore,Delhi,BLR → DEL,2h 40m,0,No info,4423,27,4,5,55,8,35,2,40
Airline A,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,9h 35m,1,In-flight meal not included,12384,15,5,9,35,19,10,9,35
Airline B,2019-06-24,Delhi,Cochin,DEL → COK,3h 15m,0,No info,5000,24,6,5,35,8,50,3,15
Airline E,2019-06-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No check-in baggage included,1965,6,6,13,15,14,45,1,30
Airline B,2019-04-21,Delhi,Cochin,DEL → COK,3h 15m,0,No info,6015,21,4,5,35,8,50,3,15
Airline A,2019-06-24,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,8040,24,6,8,45,10,15,1,30
Airline G,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,11h 50m,1,No info,5192,4,1,7,35,19,25,11,50
Airline E,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,4h 30m,1,No check-in baggage included,4760,24,6,8,45,13,15,4,30
Airline F,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,14h 25m,1,No info,8505,4,1,20,20,10,45,14,25
Airline B,2019-06-05,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,3597,5,6,14,45,17,5,2,20
Airline C,2019-12-03,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,37h 25m,2,No info,12119,3,12,6,0,19,25,37,25
Airline B,2019-01-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,4049,6,1,6,25,7,55,1,30
Airline E,2019-01-04,Kolkata,Banglore,CCU → BLR,2h 35m,0,No check-in baggage included,3841,4,1,6,55,9,30,2,35
Airline A,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,21h 35m,1,No info,13401,6,9,20,25,18,0,21,35
Airline B,2019-04-15,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4823,15,4,7,10,10,5,2,55
Airline C,2019-01-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,6961,6,1,13,20,16,10,2,50
Airline A,2019-06-06,Delhi,Cochin,DEL → BOM → COK,18h 25m,1,No info,14714,6,6,10,0,4,25,18,25
Airline C,2019-05-21,Delhi,Cochin,DEL → BLR → COK,5h 20m,1,No info,8067,21,5,17,40,23,0,5,20
Airline C,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,26h 20m,2,No info,6565,27,3,7,5,9,25,26,20
Airline C,2019-01-03,Banglore,New Delhi,BLR → COK → DEL,15h 20m,1,No info,21130,3,1,22,0,13,20,15,20
Airline B,2019-05-15,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,6979,15,5,17,30,1,30,8,0
Airline C,2019-06-27,Delhi,Cochin,DEL → GOI → BOM → COK,21h 15m,2,No info,10441,27,6,22,0,19,15,21,15
Airline A,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,22h,2,No info,13376,24,6,14,35,12,35,22,0
Airline B,2019-09-04,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4823,4,9,18,25,21,20,2,55
Airline A,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,14h 30m,1,No info,10953,5,9,20,25,10,55,14,30
Airline E,2019-03-06,Delhi,Cochin,DEL → BLR → COK,4h 55m,1,No info,5409,6,3,17,55,22,50,4,55
Airline C,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,19h 45m,1,No info,12173,24,3,20,30,16,15,19,45
Airline B,2019-06-21,Delhi,Cochin,DEL → COK,3h 15m,0,No info,5000,21,6,5,35,8,50,3,15
Airline B,2019-03-05,Mumbai,Hyderabad,BOM → HYD,1h 35m,0,No info,2754,5,3,20,5,21,40,1,35
Airline A,2019-06-18,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,In-flight meal not included,4995,18,6,7,5,8,30,1,25
Airline E,2019-05-27,Kolkata,Banglore,CCU → BLR,2h 35m,0,No check-in baggage included,3841,27,5,6,55,9,30,2,35
Airline A,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,24h 40m,1,No info,13067,5,6,20,25,21,5,24,40
Airline B,2019-03-21,Delhi,Cochin,DEL → HYD → COK,14h 45m,1,No info,6558,21,3,7,35,22,20,14,45
Airline A,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23h 50m,2,No info,16704,18,5,19,10,19,0,23,50
Airline B,2019-12-04,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,5780,4,12,18,55,21,50,2,55
Airline C,2019-03-27,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2050,27,3,13,55,15,25,1,30
Airline B,2019-06-18,Kolkata,Banglore,CCU → BLR,2h 45m,0,No info,4804,18,6,20,25,23,10,2,45
Airline B,2019-03-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,3175,15,3,16,55,18,25,1,30
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,11h,1,No info,13727,15,5,10,0,21,0,11,0
Airline D,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11h 50m,1,No info,12402,21,3,7,0,18,50,11,50
Airline C,2019-03-21,Delhi,Cochin,DEL → BOM → COK,9h 15m,1,No info,7934,21,3,10,0,19,15,9,15
Airline E,2019-05-27,Delhi,Cochin,DEL → BLR → COK,4h 55m,1,No info,5673,27,5,17,55,22,50,4,55
Airline A,2019-03-06,Delhi,Cochin,DEL → BOM → COK,9h,1,No info,14714,6,3,10,0,19,0,9,0
Airline E,2019-04-27,Delhi,Cochin,DEL → BLR → COK,4h 55m,1,No info,4957,27,4,17,55,22,50,4,55
Airline C,2019-04-24,Delhi,Cochin,DEL → COK,3h,0,No info,6094,24,4,14,10,17,10,3,0
Airline C,2019-05-24,Kolkata,Banglore,CCU → BBI → BOM → BLR,19h 55m,2,No info,9416,24,5,12,0,7,55,19,55
Airline B,2019-03-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,4049,15,3,9,10,10,40,1,30
Airline A,2019-03-27,Delhi,Cochin,DEL → BOM → COK,18h 30m,1,In-flight meal not included,6540,27,3,9,55,4,25,18,30
Airline D,2019-09-05,Delhi,Cochin,DEL → BOM → COK,12h,1,No info,13727,5,9,9,0,21,0,12,0
Airline A,2019-09-05,Delhi,Cochin,DEL → BOM → COK,5h 35m,1,No info,15554,5,9,22,50,4,25,5,35
Airline A,2019-05-27,Delhi,Cochin,DEL → COK,3h 15m,0,In-flight meal not included,7989,27,5,11,0,14,15,3,15
Airline A,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,9h 50m,1,No info,14781,5,1,6,30,16,20,9,50
Airline A,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,12h 10m,1,In-flight meal not included,6812,6,6,16,30,4,40,12,10
Airline C,2019-05-15,Delhi,Cochin,DEL → HYD → BOM → COK,26h,2,No info,13039,15,5,17,15,19,15,26,0
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,13h 15m,1,In-flight meal not included,7268,27,6,6,0,19,15,13,15
Airline A,2019-12-06,Delhi,Cochin,DEL → NAG → BOM → COK,21h 40m,2,In-flight meal not included,10919,6,12,6,45,4,25,21,40
Airline B,2019-06-18,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4804,18,6,22,15,0,50,2,35
Airline C,2019-12-03,Banglore,New Delhi,BLR → BOM → NAG → DEL,25h 25m,2,No info,12778,3,12,8,50,10,15,25,25
Airline A,2019-03-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,2470,15,3,15,50,17,20,1,30
Airline C,2019-03-18,Banglore,New Delhi,BLR → BOM → UDR → DEL,31h 40m,2,No info,10835,18,3,8,50,16,30,31,40
Airline C,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,19h 40m,2,No info,10651,15,5,12,0,7,40,19,40
Airline B,2019-06-27,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4804,27,6,15,15,17,45,2,30
Airline B,2019-03-05,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,5224,5,3,11,30,14,5,2,35
Airline C,2019-06-06,Kolkata,Banglore,CCU → VNS → DEL → BLR,8h 45m,2,No info,15894,6,6,14,30,23,15,8,45
Airline D,2019-03-27,Delhi,Cochin,DEL → BOM → COK,7h 10m,1,No info,11421,27,3,11,40,18,50,7,10
Airline B,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10h 30m,1,No info,6628,27,5,15,0,1,30,10,30
Airline C,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,13h 25m,1,No info,10203,5,9,7,0,20,25,13,25
Airline A,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,23h 45m,1,No info,17261,3,6,11,40,11,25,23,45
Airline B,2019-04-15,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4174,15,4,20,20,22,55,2,35
Airline E,2019-03-06,Delhi,Cochin,DEL → MAA → COK,5h 15m,1,No info,5583,6,3,6,5,11,20,5,15
Airline D,2019-12-06,Delhi,Cochin,DEL → BOM → COK,12h,1,No info,13587,6,12,9,0,21,0,12,0
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,14h,1,No info,13377,27,5,11,30,1,30,14,0
Airline G,2019-06-03,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4384,3,6,10,20,12,55,2,35
Airline A,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,12h 20m,1,No info,14388,5,6,8,25,20,45,12,20
Airline C,2019-05-27,Delhi,Cochin,DEL → MAA → COK,16h 5m,1,No info,7480,27,5,17,20,9,25,16,5
Airline C,2019-09-04,Delhi,Cochin,DEL → HYD → BOM → COK,18h 35m,2,No info,8577,4,9,13,5,7,40,18,35
Airline A,2019-05-18,Banglore,Delhi,BLR → DEL,3h,0,In-flight meal not included,5198,18,5,7,10,10,10,3,0
Airline A,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,33h 15m,2,No info,10929,21,3,19,10,4,25,33,15
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,6h 35m,1,No info,11264,27,5,6,0,12,35,6,35
Airline A,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,22h 55m,2,No info,13014,6,9,5,30,4,25,22,55
Airline A,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,13h 20m,1,In-flight meal not included,9663,15,5,18,55,8,15,13,20
Airline B,2019-03-18,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4462,18,3,15,20,17,55,2,35
Airline D,2019-05-18,Delhi,Cochin,DEL → BOM → COK,7h 45m,1,No info,14533,18,5,11,30,19,15,7,45
Airline C,2019-09-05,Kolkata,Banglore,CCU → VNS → DEL → BLR,8h 45m,2,No info,14214,5,9,14,30,23,15,8,45
Airline F,2019-06-27,Banglore,Delhi,BLR → DEL,2h 40m,0,No info,4668,27,6,7,0,9,40,2,40
Airline G,2019-09-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4282,4,9,4,55,7,45,2,50
Airline A,2019-09-05,Delhi,Cochin,DEL → BOM → COK,24h 45m,1,In-flight meal not included,12373,5,9,18,15,19,0,24,45
Airline D,2019-05-21,Delhi,Cochin,DEL → BOM → COK,7h 30m,1,No info,7888,21,5,18,0,1,30,7,30
Airline A,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,23h 40m,2,No info,9483,21,3,19,10,18,50,23,40
Airline A,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,30h 45m,2,No info,14300,27,6,12,15,19,0,30,45
Airline A,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,23h 50m,1,In-flight meal not included,10844,21,5,20,0,19,50,23,50
Airline D,2019-06-24,Delhi,Cochin,DEL → BOM → COK,6h 30m,1,No info,6795,24,6,19,0,1,30,6,30
Airline A,2019-06-27,Delhi,Cochin,DEL → BOM → COK,5h 35m,1,No info,16079,27,6,22,50,4,25,5,35
Airline A,2019-09-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,3210,6,9,19,35,21,5,1,30
Airline C,2019-05-18,Delhi,Cochin,DEL → COK,3h,0,No info,6934,18,5,14,10,17,10,3,0
Airline B,2019-03-06,Delhi,Cochin,DEL → BOM → COK,9h 35m,1,No info,6093,6,3,11,25,21,0,9,35
Airline C,2019-06-06,Delhi,Cochin,DEL → BOM → COK,9h 15m,1,No info,9194,6,6,10,0,19,15,9,15
Airline D,2019-09-06,Delhi,Cochin,DEL → BOM → COK,9h 20m,1,No info,7005,6,9,11,40,21,0,9,20
Airline A,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,24h 10m,1,No info,14151,5,12,9,35,9,45,24,10
Airline B,2019-03-15,Banglore,New Delhi,BLR → DEL,2h 50m,0,No info,5694,15,3,4,0,6,50,2,50
Airline D,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10h 25m,1,No info,15135,3,6,8,25,18,50,10,25
Airline A,2019-06-27,Delhi,Cochin,DEL → BOM → COK,23h 15m,1,In-flight meal not included,10262,27,6,19,45,19,0,23,15
Airline A,2019-09-05,Banglore,Delhi,BLR → DEL,3h,0,No info,7229,5,9,8,20,11,20,3,0
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,6h 30m,1,No info,7198,27,5,19,0,1,30,6,30
Airline A,2019-05-18,Delhi,Cochin,DEL → BOM → COK,15h 40m,1,In-flight meal not included,12373,18,5,20,55,12,35,15,40
Airline A,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,22h 10m,1,In-flight meal not included,8586,24,5,6,30,4,40,22,10
Airline A,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,24h 35m,2,No info,9483,27,3,19,10,19,45,24,35
Airline G,2019-03-03,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,6477,3,3,23,25,2,10,2,45
Airline A,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,11h 45m,1,No info,14781,5,6,6,30,18,15,11,45
Airline A,2019-05-21,Delhi,Cochin,DEL → BOM → COK,24h 45m,1,No info,16079,21,5,18,15,19,0,24,45
Airline A,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,9h 30m,1,No info,14781,5,12,14,5,23,35,9,30
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,10h 15m,1,In-flight meal not included,5797,27,6,15,15,1,30,10,15
Airline C,2019-05-18,Kolkata,Banglore,CCU → GAU → BLR,28h 20m,1,No info,7872,18,5,16,45,21,5,28,20
Airline B,2019-06-15,Delhi,Cochin,DEL → BLR → COK,5h 45m,1,No info,6386,15,6,2,0,7,45,5,45
Airline A,2019-09-03,Banglore,New Delhi,BLR → DEL,2h 40m,0,No info,7229,3,9,19,55,22,35,2,40
Airline C,2019-12-06,Delhi,Cochin,DEL → HYD → MAA → COK,20h 20m,2,No info,10975,6,12,13,5,9,25,20,20
Airline E,2019-01-04,Delhi,Cochin,DEL → PNQ → COK,4h 30m,1,No info,4812,4,1,8,45,13,15,4,30
Airline F,2019-09-03,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,7240,3,9,9,50,12,35,2,45
Airline C,2019-03-24,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,3758,24,3,6,10,8,55,2,45
Airline F,2019-06-27,Delhi,Cochin,DEL → COK,3h 10m,0,No info,6216,27,6,14,40,17,50,3,10
Airline A,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,29h 20m,2,No info,15129,5,9,23,5,4,25,29,20
Airline F,2019-05-27,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,4878,27,5,19,30,22,15,2,45
Airline A,2019-06-27,Delhi,Cochin,DEL → BOM → COK,17h 20m,1,In-flight meal not included,10262,27,6,19,15,12,35,17,20
